species,LIB030.A0117,SYN001.A0101,SYN002.A0101,SYN003.A0101,SYN005.I0101,SYN006.I0101,SYN008.I0101,SYN009.I0101,SYN012.I0101,SYN013.I0101,SYN014.A0101,SYN014.C0101,SYN015.B0101,SYN015.D0101,SYN015.E0101,SYN015.F0101,SYN015.G0101,SYN015.H0101,SYN015.I0101,SYN016.I0101,SYN017.A0101,SYN017.B0101,SYN017.D0101,SYN017.E0101,SYN017.F0101,SYN017.G0101,SYN018.C0101,SYN018.H0101,SYN018.I0101,SYN019.I0101,SYN021.I0101,SYN022.I0101,SYN023.I0101,SYN025.I0101,SYN026.I0101,SYN028.I0101
Streptomyces viridifaciens,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces autolyticus,NA,NA,1,1,2,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,4,NA
Bifidobacterium indicum,NA,NA,8,3,2,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,1,1,NA,NA,1,1,1,NA,1,NA,1
Micromonospora aurantiaca,NA,NA,3,2,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA
Mycoplasma glycophilum,NA,NA,5,1,3,3,1,5,NA,5,NA,NA,NA,NA,NA,1,1,1,NA,5,5,5,NA,NA,1,2,2,6,NA,1,NA,1,3,1,2,NA
Mycoplasma columborale,NA,NA,3,1,4,5,1,9,4,17,1,NA,1,1,1,NA,28,33,NA,21,2,1,5,3,20,31,NA,22,23,8,10,5,4,11,11,3
Mycoplasma fermentans,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spiroplasma helicoides,NA,NA,1,2,12,8,16,11,12,5,10,2,10,6,NA,6,30,46,7,25,2,2,6,6,25,23,3,24,50,22,11,6,14,39,37,8
Spiroplasma melliferum,NA,NA,1,NA,11,21,NA,16,16,16,2,NA,NA,NA,1,NA,NA,NA,18,21,NA,NA,1,3,1,1,1,1,6,2,NA,5,35,5,3,18
Spiroplasma tabanidicola,NA,NA,1,1,5,1,NA,1,1,2,NA,1,33,1,NA,1,6,12,NA,8,3,NA,1,1,5,9,4,11,11,6,2,1,8,11,8,4
Mesoplasma tabanidae,NA,NA,3,2,19,2,8,9,1,33,1,NA,NA,NA,NA,14,67,71,14,28,4,NA,NA,6,52,88,1,96,21,3,1,7,12,24,37,23
Entomoplasma melaleucae,NA,NA,2,NA,1,2,9,2,NA,NA,NA,1,5,6,2,1,NA,1,1,3,3,NA,1,NA,NA,NA,1,NA,NA,6,1,2,NA,2,2,1
Candidatus Phytoplasma australiense,NA,NA,2,3,NA,NA,NA,1,NA,NA,2,1,1,2,1,3,NA,1,1,NA,2,3,NA,1,NA,1,4,NA,NA,1,NA,NA,1,NA,NA,NA
Synechococcus sp. KORDI-100,NA,NA,7,7,5,NA,NA,3,2,1,1,1,NA,2,NA,5,NA,NA,2,NA,NA,NA,5,NA,NA,1,1,2,NA,4,NA,5,4,3,1,NA
Synechococcus sp. PCC 7336,NA,NA,2,NA,1,NA,4,5,5,2,3,NA,5,1,1,3,1,2,1,1,5,10,NA,6,2,2,33,7,NA,1,2,1,4,6,3,4
Synechococcus sp. WH 8109,NA,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,1,NA,NA,NA,3,NA,3,NA,NA,1,NA,NA,2
Synechococcus sp. CBW1006,NA,NA,1,NA,6,3,9,6,5,NA,NA,4,2,3,2,8,1,NA,9,6,4,1,1,1,NA,NA,3,NA,NA,14,11,3,2,9,9,2
Synechococcus sp. PCC 11901,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,1,NA,NA
Synechococcus sp. CBW1002,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Synechococcus sp. CC9605,NA,NA,1,NA,8,2,NA,5,8,1,NA,NA,NA,1,2,1,2,NA,11,5,NA,NA,2,1,5,NA,4,NA,1,1,1,10,19,18,2,25
Synechococcus sp. BIOS-U3-1,NA,NA,1,1,5,NA,NA,35,28,NA,1,NA,NA,2,NA,7,NA,4,5,NA,NA,NA,1,NA,5,NA,1,NA,NA,8,8,14,11,16,14,7
Synechococcus sp. A15-24,NA,NA,1,1,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Synechococcus sp. NOUM97013,NA,NA,1,NA,NA,NA,NA,7,2,1,NA,NA,NA,NA,1,1,NA,NA,1,9,NA,NA,NA,2,2,NA,1,NA,NA,NA,1,NA,2,1,1,1
Prochlorococcus sp. MIT 0801,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,2,1,2,NA,NA,3,NA,2,2,NA,NA,1,1,1,2
Nostoc sp. 'Peltigera membranacea cyanobiont' N6,NA,NA,4,NA,11,5,NA,4,5,8,2,NA,NA,1,1,4,23,20,4,5,4,2,2,3,14,9,2,20,32,6,8,1,5,15,9,3
Nostoc sp. C057,NA,NA,3,4,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA
Nostoc sp. CENA543,NA,NA,1,NA,19,6,2,15,30,5,3,4,3,NA,NA,1,1,2,76,1,2,1,1,NA,1,NA,1,7,2,5,NA,20,38,4,11,59
Nostoc sp. UHCC 0702,NA,NA,1,NA,1,NA,4,NA,NA,NA,2,1,1,NA,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1
Nostoc piscinale,NA,NA,2,NA,NA,2,4,3,4,1,3,1,3,NA,1,NA,NA,3,3,1,1,2,1,NA,NA,NA,NA,1,1,3,NA,3,NA,2,NA,3
Nostoc carneum,NA,NA,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA
Calothrix sp. NIES-2100,NA,NA,1,2,6,9,NA,9,12,4,9,2,20,2,8,3,NA,NA,10,17,24,3,NA,6,4,1,36,NA,4,5,4,4,17,8,1,6
Calothrix parietina,NA,NA,5,2,80,67,1,80,113,89,3,6,3,1,5,2,14,17,73,122,12,1,9,14,20,14,10,19,55,7,4,28,185,29,23,44
Microcoleus sp. PCC 7113,NA,NA,5,3,1,2,NA,2,2,2,3,NA,1,NA,1,NA,1,NA,3,2,1,5,NA,NA,NA,NA,NA,NA,NA,2,1,2,6,6,1,2
Euhalothece natronophila,NA,NA,1,3,5,2,17,3,4,14,NA,1,NA,3,4,1,19,19,3,22,1,NA,3,2,18,19,NA,28,50,7,13,3,6,17,8,5
Gloeothece citriformis,NA,NA,3,6,3,2,5,1,4,3,4,3,8,1,1,3,1,NA,2,2,6,13,NA,5,NA,1,4,1,3,3,4,1,NA,4,11,5
Geminocystis sp. NIES-3708,NA,NA,3,1,NA,7,6,NA,1,NA,3,NA,4,5,1,3,3,3,1,3,6,1,4,1,2,NA,2,2,2,2,1,5,2,12,3,3
Gloeobacter kilaueensis,NA,NA,6,7,66,19,3,94,68,2,4,63,12,124,28,90,6,3,145,25,9,4,115,171,59,6,10,1,3,89,13,38,126,46,19,89
Gloeobacter violaceus,NA,NA,3,6,37,15,13,29,53,3,1,11,1,1,2,1,2,2,63,6,NA,5,2,NA,6,NA,16,NA,3,9,3,23,62,7,8,84
Stanieria sp. NIES-3757,NA,NA,1,NA,1,5,17,1,2,NA,1,NA,NA,1,2,1,4,1,NA,3,1,NA,2,3,3,8,1,5,30,4,2,NA,3,7,6,1
Chroococcidiopsis thermalis,NA,NA,1,NA,7,1,2,6,7,1,3,NA,NA,NA,2,5,18,25,4,12,10,NA,3,4,8,13,1,18,27,9,5,2,9,11,11,11
Deinococcus deserti,NA,NA,1,5,3,1,4,2,2,NA,1,1,3,NA,1,NA,2,2,2,NA,NA,NA,NA,NA,3,2,NA,2,NA,4,NA,1,NA,2,1,1
Thermus oshimai,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,1,3,1,NA,NA
Dehalococcoides sp. UCH007,NA,NA,3,1,7,2,2,2,3,NA,2,NA,2,1,NA,NA,NA,2,2,NA,5,1,NA,NA,NA,NA,9,NA,NA,27,1,3,8,14,1,10
Chthonomonas calidirosea,NA,NA,8,4,51,18,3,31,54,1,5,4,1,12,5,3,NA,1,73,2,24,5,3,4,2,NA,19,NA,6,96,2,25,75,67,26,114
Iodobacter fluviatilis,NA,NA,5,4,93,80,116,132,106,57,22,45,36,118,23,39,2,10,167,88,7,9,81,79,38,3,22,5,29,56,14,48,197,71,24,88
Aquitalea denitrificans,NA,NA,3,7,1,7,NA,1,2,6,3,NA,6,NA,1,NA,NA,4,NA,5,2,2,NA,NA,1,1,3,3,NA,1,1,1,NA,4,1,2
Chitinibacter fontanus,NA,NA,1,7,1,1,NA,3,2,NA,NA,NA,NA,NA,2,4,2,NA,2,NA,NA,NA,NA,2,NA,1,NA,1,2,NA,1,1,1,NA,NA,NA
Burkholderia pseudomultivorans,NA,NA,1,1,4,NA,1,1,2,NA,1,NA,2,NA,NA,3,NA,NA,2,1,NA,1,3,1,NA,NA,9,NA,NA,5,2,3,5,3,1,3
Burkholderia sp. PAMC 26561,NA,NA,2,4,NA,NA,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,2,NA,NA
Burkholderia mallei,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia caledonica,NA,NA,5,2,NA,NA,NA,NA,4,NA,2,NA,1,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,1,1,3,1,NA,NA,NA,1,3,NA,4,5
Paraburkholderia dokdonella,NA,NA,5,2,NA,NA,NA,2,1,1,NA,1,1,1,NA,NA,NA,NA,2,1,NA,NA,NA,10,3,NA,2,2,NA,NA,1,NA,1,NA,1,4
Paraburkholderia atlantica,NA,NA,3,7,1,2,NA,4,2,1,NA,NA,NA,NA,1,NA,1,2,1,2,NA,NA,1,NA,NA,NA,7,NA,NA,1,NA,1,2,1,2,1
Acidovorax ebreus,NA,NA,3,1,38,21,21,22,31,1,5,2,14,5,5,26,2,1,21,8,7,4,11,2,3,2,9,NA,6,40,27,27,19,48,36,23
Diaphorobacter sp. JS3050,NA,NA,1,4,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Polaromonas sp. H6N,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massilia sp. Dwa41.01b,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azospira oryzae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,2,1,2,6,6
Fluviibacter phosphoraccumulans,NA,NA,6,10,24,10,9,19,41,NA,9,6,19,14,7,25,6,6,26,8,18,6,6,4,9,1,16,4,2,41,27,18,33,75,18,41
Methylovorus glucosotrophus,NA,NA,1,1,NA,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,5,NA,1,4,1
Sterolibacterium denitrificans,NA,NA,8,9,66,24,22,100,44,8,3,51,19,115,23,56,3,7,125,38,6,8,60,67,31,3,15,NA,6,91,42,56,95,89,33,75
Candidatus Kinetoplastibacterium blastocrithidii,NA,NA,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,NA,1,NA,1,1,NA,2,1,NA,NA,NA
Mannheimia sp. ZY171111,NA,NA,2,NA,2,2,NA,6,6,14,NA,NA,NA,NA,NA,NA,1,1,7,6,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,4,NA,2,1
Pseudomonas sp. C27(2019),NA,NA,7,7,1,4,NA,8,19,1,5,4,20,8,2,7,1,1,15,12,2,12,NA,1,1,NA,14,NA,1,13,NA,10,10,10,2,7
Pseudomonas sp. SDM007,NA,NA,4,1,40,6,7,51,31,3,NA,50,4,111,59,21,1,3,78,26,NA,1,51,45,22,1,NA,NA,NA,51,10,41,93,30,3,57
Pseudomonas sp. LAB-08,NA,NA,3,1,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,NA,1,NA,NA,NA,3,2,1,4,3,2
Pseudomonas sp. SWI44,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. R5-89-07,NA,NA,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,1,NA,NA
Pseudomonas sp. MPDS,NA,NA,2,NA,NA,NA,1,1,NA,NA,2,NA,1,NA,NA,NA,2,2,1,NA,2,3,1,1,3,2,4,3,5,1,1,2,2,1,NA,1
Pseudomonas sp. ADAK22,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Pseudomonas sp. LPB0260,NA,NA,2,3,1,NA,NA,NA,4,NA,NA,1,NA,2,NA,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,1,2,NA,1,1,NA,1,2,2,NA
Pseudomonas sp. LH1G9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. DTU12.1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. MSPm1,NA,NA,1,NA,1,1,NA,1,6,NA,1,NA,1,11,5,24,1,1,6,NA,NA,3,12,28,13,1,4,NA,NA,6,1,3,6,5,1,10
Pseudomonas sp. SNU WT1,NA,NA,1,NA,NA,1,6,8,5,NA,NA,1,1,2,1,1,1,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,2,2,4,NA,NA,2
Pseudomonas sp. gcc21,NA,NA,1,1,2,NA,4,1,2,NA,1,NA,1,NA,NA,NA,NA,1,2,1,NA,NA,1,1,1,NA,NA,NA,NA,2,NA,5,1,4,1,10
Pseudomonas sp. Y39-6,NA,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. R84,NA,NA,1,2,2,2,1,6,4,NA,NA,1,2,3,2,1,2,1,4,1,1,3,1,1,NA,NA,6,NA,1,6,4,9,5,2,5,4
Pseudomonas sp. Z003-0.4C(8344-21),NA,NA,1,NA,1,NA,NA,3,NA,6,1,NA,NA,NA,NA,NA,NA,4,1,2,NA,NA,1,NA,1,1,1,10,NA,NA,NA,2,2,3,NA,1
Pseudomonas sp. MRSN12121,NA,NA,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. CMR12a,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,33,20,35,1,NA,NA,NA,NA,NA,23,70,13,1,NA,NA,NA,1,NA,NA,NA,1,NA,1
Pseudomonas sp. PONIH3,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas mandelii,NA,NA,1,NA,NA,NA,83,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
Pseudomonas sp. SGAir0191,NA,NA,1,3,1,2,6,2,1,NA,NA,1,NA,6,8,8,NA,NA,NA,4,NA,NA,7,24,4,NA,NA,NA,NA,NA,NA,2,NA,1,2,2
Pseudomonas nitroreducens,NA,NA,5,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1
Pseudomonas asturiensis,NA,NA,4,3,NA,NA,2,2,1,NA,NA,1,NA,2,4,NA,NA,NA,5,1,NA,NA,1,5,1,NA,1,NA,1,2,1,2,1,2,NA,NA
Pseudomonas amygdali,NA,NA,1,1,1,NA,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1
Pseudomonas parafulva,NA,NA,5,5,NA,NA,14,1,1,1,NA,1,NA,NA,NA,2,NA,NA,2,NA,NA,1,2,4,2,NA,NA,1,NA,NA,NA,2,4,2,2,2
Pseudomonas kribbensis,NA,NA,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA
Pseudomonas extremaustralis,NA,NA,3,2,31,12,5,18,37,3,1,2,1,14,5,24,2,5,53,NA,NA,NA,15,45,10,1,1,3,NA,10,1,21,50,2,3,64
Candidatus Pseudomonas adelgestsugas,NA,NA,2,2,1,2,NA,4,4,2,1,NA,1,1,3,NA,1,1,NA,3,3,1,NA,1,2,1,NA,12,2,1,2,1,6,9,5,3
Pseudomonas vancouverensis,NA,NA,2,7,1,2,5,2,3,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,3,1,NA,NA,NA,NA,3,NA,1,1,1,NA,NA,1,NA,2
Pseudomonas graminis,NA,NA,2,2,NA,NA,2,2,1,NA,2,3,4,50,24,75,5,3,1,NA,8,3,59,164,48,3,2,1,NA,NA,NA,1,1,1,NA,4
Pseudomonas bijieensis,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas soli,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA
Pseudomonas allokribbensis,NA,NA,1,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,1,3
Pseudomonas reinekei,NA,NA,1,2,11,5,6,9,14,NA,3,7,14,4,4,11,3,1,19,4,6,3,7,NA,NA,NA,12,1,2,28,13,9,21,22,5,14
Acinetobacter sp. NCu2D-2,NA,NA,9,7,9,9,1,5,51,1,1,2,10,NA,4,12,2,4,11,7,2,2,1,NA,NA,6,1,11,6,2,12,7,9,7,NA,5
Acinetobacter sp. LoGeW2-3,NA,NA,2,1,27,2,10,42,33,23,1,38,1,58,7,46,60,35,77,36,NA,1,51,30,59,57,2,62,8,32,8,34,50,29,2,38
Acinetobacter sp. WCHAc010034,NA,NA,2,6,21,17,9,24,28,2,1,9,2,3,2,2,3,1,62,2,NA,NA,5,5,3,NA,7,NA,1,12,4,24,55,12,12,96
Acinetobacter sp. YH12138,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,1,NA,1,2,NA,1,1,3,1,NA,2,NA,2,2,NA,NA,NA,1,NA,1,NA,NA
Acinetobacter wuhouensis,NA,NA,4,6,NA,NA,1,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,4,5
Acinetobacter gyllenbergii,NA,NA,2,1,1,2,1,NA,NA,NA,2,NA,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,2,2,NA
Acinetobacter oleivorans,NA,NA,2,NA,1,2,4,1,2,NA,NA,7,1,NA,NA,1,NA,2,NA,1,2,3,NA,NA,NA,NA,6,NA,17,NA,2,NA,NA,NA,1,1
Acinetobacter dispersus,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA
Acinetobacter lanii,NA,NA,1,NA,2,3,67,18,18,6,15,1,25,2,4,3,6,9,4,10,11,6,NA,3,1,1,12,3,7,4,10,9,15,10,45,7
Psychrobacter sp. YP14,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Psychrobacter sp. KCTC 72983,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1
Psychrobacter cryohalolentis,NA,NA,2,NA,NA,NA,7,NA,NA,2,NA,NA,2,NA,NA,NA,NA,1,NA,3,1,1,NA,NA,NA,NA,2,NA,NA,2,3,NA,2,2,5,1
Psychrobacter arcticus,NA,NA,1,1,4,2,9,4,12,3,NA,NA,2,1,2,3,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,2,2,8,3,NA,3
Moraxella ovis,NA,NA,2,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Enterobacter ludwigii,NA,NA,1,1,72,23,22,107,65,4,4,59,17,101,47,40,5,1,117,32,7,3,72,72,45,4,11,NA,2,75,35,64,100,78,32,85
Enterobacter chengduensis,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,1,NA
Enterobacter sp. 638,NA,NA,1,2,1,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,2,3,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA
Enterobacter sp. RHB15-C17,NA,NA,1,1,1,8,NA,4,3,5,NA,NA,NA,NA,1,1,2,4,8,9,NA,NA,1,2,1,NA,1,NA,7,NA,19,NA,4,2,2,NA
Enterobacter sp. HK169,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Enterobacter sp. 18A13,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Klebsiella sp. WP8-S18-ESBL-06,NA,NA,2,2,NA,NA,1,1,NA,9,1,NA,NA,NA,1,4,8,12,3,3,NA,1,NA,NA,11,16,1,24,1,NA,1,1,NA,3,1,NA
Klebsiella grimontii,NA,NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Citrobacter werkmanii,NA,NA,2,2,3,1,49,1,1,NA,NA,NA,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,1,2,NA,1,NA,64,1,NA,NA,4,3,NA,1
Citrobacter portucalensis,NA,NA,2,NA,NA,NA,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,1,NA,2,5,NA,1,NA,NA,2,NA,2,1,NA,1,1,NA,NA,1
Citrobacter sp. B72,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrobacter sp. 172116965,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Cronobacter malonaticus,NA,NA,2,1,NA,1,4,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,3,1,NA,NA,NA,NA,1,NA,2,NA,NA,1,2,NA,1,3,NA,3
Cronobacter sp. JZ38,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1
Candidatus Hamiltonella defensa,NA,NA,4,5,10,7,61,5,11,NA,8,7,22,18,2,9,2,2,8,3,6,1,10,NA,3,1,17,NA,3,22,6,12,13,14,16,6
secondary endosymbiont of Ctenarytaina eucalypti,NA,NA,1,1,4,NA,NA,2,4,4,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,1,3,NA,2,2,2,1,6,NA,NA,2,5
Candidatus Tachikawaea gelatinosa,NA,NA,2,4,10,4,23,18,35,17,5,2,1,3,7,5,4,14,21,23,4,7,2,2,6,NA,2,38,12,3,5,14,10,12,3,17
Leclercia sp. 1106151,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
